[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\LabSolutions\Data\Project1\stephen\2016-01-06\13.gcd
Output Date	1/11/2016
Output Time	1:19:41 PM

[Configuration]
Instrument Name	WEISSTA-PC-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#2
Detector Name	DFID1
# of Channels	1

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	9599
Start Time(min)	0.001
End Time(min)	6.400
R.Time (min)	Intensity
0.00083	14
0.00150	14
0.00217	14
0.00283	14
0.00350	14
0.00417	14
0.00483	14
0.00550	14
0.00617	14
0.00683	14
0.00750	14
0.00817	13
0.00883	13
0.00950	12
0.01017	11
0.01083	9
0.01150	7
0.01217	4
0.01283	1
0.01350	-3
0.01417	-7
0.01483	-12
0.01550	-17
0.01617	-23
0.01683	-29
0.01750	-35
0.01817	-42
0.01883	-49
0.01950	-57
0.02017	-64
0.02083	-72
0.02150	-79
0.02217	-86
0.02283	-94
0.02350	-101
0.02417	-108
0.02483	-115
0.02550	-121
0.02617	-128
0.02683	-134
0.02750	-140
0.02817	-145
0.02883	-151
0.02950	-156
0.03017	-161
0.03083	-165
0.03150	-169
0.03217	-173
0.03283	-177
0.03350	-180
0.03417	-184
0.03483	-186
0.03550	-189
0.03617	-191
0.03683	-193
0.03750	-195
0.03817	-197
0.03883	-198
0.03950	-200
0.04017	-201
0.04083	-202
0.04150	-202
0.04217	-203
0.04283	-204
0.04350	-204
0.04417	-204
0.04483	-204
0.04550	-204
0.04617	-204
0.04683	-204
0.04750	-204
0.04817	-203
0.04883	-203
0.04950	-203
0.05017	-202
0.05083	-201
0.05150	-201
0.05217	-200
0.05283	-200
0.05350	-199
0.05417	-198
0.05483	-197
0.05550	-196
0.05617	-196
0.05683	-195
0.05750	-194
0.05817	-193
0.05883	-192
0.05950	-192
0.06017	-191
0.06083	-190
0.06150	-189
0.06217	-188
0.06283	-188
0.06350	-187
0.06417	-186
0.06483	-185
0.06550	-184
0.06617	-183
0.06683	-183
0.06750	-182
0.06817	-181
0.06883	-180
0.06950	-179
0.07017	-179
0.07083	-178
0.07150	-177
0.07217	-176
0.07283	-176
0.07350	-175
0.07417	-174
0.07483	-174
0.07550	-173
0.07617	-172
0.07683	-171
0.07750	-171
0.07817	-170
0.07883	-170
0.07950	-169
0.08017	-168
0.08083	-168
0.08150	-167
0.08217	-167
0.08283	-166
0.08350	-166
0.08417	-165
0.08483	-165
0.08550	-164
0.08617	-164
0.08683	-163
0.08750	-163
0.08817	-162
0.08883	-159
0.08950	-149
0.09017	-132
0.09083	-108
0.09150	-72
0.09217	-8
0.09283	96
0.09350	230
0.09417	403
0.09483	609
0.09550	830
0.09617	1071
0.09683	1331
0.09750	1641
0.09817	2003
0.09883	2370
0.09950	2780
0.10017	3221
0.10083	3683
0.10150	4143
0.10217	4645
0.10283	5179
0.10350	5716
0.10417	6269
0.10483	6878
0.10550	7532
0.10617	8193
0.10683	8851
0.10750	9508
0.10817	10153
0.10883	10833
0.10950	11559
0.11017	12274
0.11083	12981
0.11150	13684
0.11217	14423
0.11283	15176
0.11350	15887
0.11417	16599
0.11483	17298
0.11550	17974
0.11617	18607
0.11683	19200
0.11750	19765
0.11817	20294
0.11883	20789
0.11950	21274
0.12017	21838
0.12083	22385
0.12150	22907
0.12217	23416
0.12283	23896
0.12350	24369
0.12417	24819
0.12483	25237
0.12550	25631
0.12617	25980
0.12683	26322
0.12750	26657
0.12817	26947
0.12883	27221
0.12950	27473
0.13017	27686
0.13083	27891
0.13150	28065
0.13217	28218
0.13283	28348
0.13350	28485
0.13417	28640
0.13483	28835
0.13550	29299
0.13617	30740
0.13683	34933
0.13750	45750
0.13817	70636
0.13883	122572
0.13950	221857
0.14017	396196
0.14083	678220
0.14150	1100508
0.14217	1692574
0.14283	2480267
0.14350	3484712
0.14417	4721751
0.14483	6201098
0.14550	7928508
0.14617	9905899
0.14683	12129001
0.14750	14583274
0.14817	17263240
0.14883	20185085
0.14950	23364146
0.15017	26799710
0.15083	30478682
0.15150	34380183
0.15217	38479958
0.15283	42752621
0.15350	47173121
0.15417	51717539
0.15483	56363369
0.15550	61089277
0.15617	65874989
0.15683	70702069
0.15750	75553375
0.15817	80412574
0.15883	85263712
0.15950	90091494
0.16017	94882037
0.16083	99622486
0.16150	104301028
0.16217	108906479
0.16283	113428351
0.16350	117855649
0.16417	122177622
0.16483	126383597
0.16550	130463775
0.16617	134409030
0.16683	138211469
0.16750	141864027
0.16817	145361154
0.16883	148697976
0.16950	151870539
0.17017	154875384
0.17083	157709974
0.17150	160372422
0.17217	162861013
0.17283	165175079
0.17350	167314617
0.17417	169280213
