[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\LabSolutions\Data\Project1\stephen\2015-12-21\long\400nm2pawater.gcd
Output Date	12/22/2015
Output Time	11:04:52 AM

[Configuration]
Instrument Name	WEISSTA-PC-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#2
Detector Name	DFID1
# of Channels	1

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18000
Start Time(min)	0.001
End Time(min)	12.000
R.Time (min)	Intensity
0.00050	-37
0.00117	-37
0.00183	-37
0.00250	-37
0.00317	-37
0.00383	-37
0.00450	-36
0.00517	-36
0.00583	-35
0.00650	-34
0.00717	-32
0.00783	-30
0.00850	-27
0.00917	-23
0.00983	-19
0.01050	-13
0.01117	-7
0.01183	-0
0.01250	7
0.01317	16
0.01383	25
0.01450	35
0.01517	45
0.01583	55
0.01650	66
0.01717	77
0.01783	87
0.01850	98
0.01917	109
0.01983	119
0.02050	129
0.02117	138
0.02183	148
0.02250	156
0.02317	165
0.02383	172
0.02450	180
0.02517	186
0.02583	193
0.02650	199
0.02717	204
0.02783	209
0.02850	213
0.02917	217
0.02983	221
0.03050	224
0.03117	227
0.03183	229
0.03250	231
0.03317	233
0.03383	234
0.03450	236
0.03517	236
0.03583	237
0.03650	237
0.03717	238
0.03783	238
0.03850	237
0.03917	237
0.03983	236
0.04050	236
0.04117	235
0.04183	234
0.04250	233
0.04317	232
0.04383	231
0.04450	230
0.04517	229
0.04583	228
0.04650	227
0.04717	225
0.04783	224
0.04850	223
0.04917	221
0.04983	220
0.05050	219
0.05117	217
0.05183	216
0.05250	215
0.05317	213
0.05383	212
0.05450	210
0.05517	209
0.05583	208
0.05650	207
0.05717	206
0.05783	204
0.05850	203
0.05917	202
0.05983	201
0.06050	200
0.06117	199
0.06183	198
0.06250	198
0.06317	197
0.06383	196
0.06450	195
0.06517	195
0.06583	194
0.06650	194
0.06717	193
0.06783	193
0.06850	192
0.06917	192
0.06983	192
0.07050	191
0.07117	191
0.07183	191
0.07250	191
0.07317	191
0.07383	191
0.07450	190
0.07517	190
0.07583	190
0.07650	190
0.07717	190
0.07783	190
0.07850	190
0.07917	190
0.07983	190
0.08050	190
0.08117	190
0.08183	190
0.08250	190
0.08317	190
0.08383	190
0.08450	190
0.08517	190
0.08583	190
0.08650	190
0.08717	190
0.08783	191
0.08850	193
0.08917	198
0.08983	206
0.09050	219
0.09117	236
0.09183	269
0.09250	319
0.09317	386
0.09383	477
0.09450	592
0.09517	742
0.09583	915
0.09650	1104
0.09717	1334
0.09783	1657
0.09850	2038
0.09917	2465
0.09983	2934
0.10050	3463
0.10117	4024
0.10183	4600
0.10250	5249
0.10317	5959
0.10383	6697
0.10450	7444
0.10517	8240
0.10583	9051
0.10650	9881
0.10717	10747
0.10783	11632
0.10850	12513
0.10917	13380
0.10983	14225
0.11050	15042
0.11117	15807
0.11183	16536
0.11250	17219
0.11317	17874
0.11383	18522
0.11450	19181
0.11517	19893
0.11583	20642
0.11650	21354
0.11717	22027
0.11783	22651
0.11850	23243
0.11917	23808
0.11983	24379
0.12050	24917
0.12117	25402
0.12183	25853
0.12250	26274
0.12317	26680
0.12383	27073
0.12450	27457
0.12517	27808
0.12583	28117
0.12650	28382
0.12717	28599
0.12783	28767
0.12850	28891
0.12917	28978
0.12983	29028
0.13050	29066
0.13117	29093
0.13183	29086
0.13250	29042
0.13317	28968
0.13383	28869
0.13450	28745
0.13517	28597
0.13583	28425
0.13650	28231
0.13717	28027
0.13783	27916
0.13850	28382
0.13917	31049
0.13983	39808
0.14050	63463
0.14117	118020
0.14183	229859
0.14250	432992
0.14317	765644
0.14383	1262539
0.14450	1951884
0.14517	2851895
0.14583	3972905
0.14650	5318330
0.14717	6887071
0.14783	8674240
0.14850	10672999
0.14917	12873951
0.14983	15267117
0.15050	17834620
0.15117	20551249
0.15183	23412350
0.15250	26427738
0.15317	29603967
0.15383	32940786
0.15450	36433738
0.15517	40075000
0.15583	43855372
0.15650	47764287
0.15717	51790477
0.15783	55921901
0.15850	60146245
0.15917	64450868
0.15983	68823336
0.16050	73251632
0.16117	77724051
0.16183	82229480
0.16250	86757739
0.16317	91299224
0.16383	95844917
0.16450	100386618
0.16517	104916561
0.16583	109427303
0.16650	113912154
0.16717	118364488
