[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\LabSolutions\Data\Project1\stephen\2015-12-21\long\40nm2pawater.gcd
Output Date	12/22/2015
Output Time	11:04:53 AM

[Configuration]
Instrument Name	WEISSTA-PC-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#2
Detector Name	DFID1
# of Channels	1

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18000
Start Time(min)	0.001
End Time(min)	12.000
R.Time (min)	Intensity
0.00050	-46
0.00117	-46
0.00183	-46
0.00250	-46
0.00317	-46
0.00383	-46
0.00450	-46
0.00517	-46
0.00583	-45
0.00650	-44
0.00717	-43
0.00783	-41
0.00850	-38
0.00917	-34
0.00983	-29
0.01050	-24
0.01117	-17
0.01183	-10
0.01250	-2
0.01317	7
0.01383	17
0.01450	27
0.01517	38
0.01583	50
0.01650	62
0.01717	74
0.01783	86
0.01850	99
0.01917	111
0.01983	123
0.02050	134
0.02117	146
0.02183	157
0.02250	167
0.02317	177
0.02383	187
0.02450	195
0.02517	204
0.02583	211
0.02650	219
0.02717	225
0.02783	231
0.02850	237
0.02917	242
0.02983	246
0.03050	250
0.03117	254
0.03183	257
0.03250	260
0.03317	262
0.03383	264
0.03450	266
0.03517	267
0.03583	268
0.03650	269
0.03717	270
0.03783	270
0.03850	270
0.03917	270
0.03983	270
0.04050	270
0.04117	269
0.04183	268
0.04250	268
0.04317	267
0.04383	266
0.04450	265
0.04517	264
0.04583	263
0.04650	262
0.04717	261
0.04783	260
0.04850	259
0.04917	258
0.04983	257
0.05050	255
0.05117	254
0.05183	253
0.05250	252
0.05317	251
0.05383	250
0.05450	249
0.05517	248
0.05583	248
0.05650	247
0.05717	246
0.05783	245
0.05850	245
0.05917	244
0.05983	243
0.06050	243
0.06117	242
0.06183	242
0.06250	241
0.06317	241
0.06383	241
0.06450	241
0.06517	241
0.06583	240
0.06650	240
0.06717	240
0.06783	240
0.06850	240
0.06917	240
0.06983	240
0.07050	240
0.07117	240
0.07183	241
0.07250	241
0.07317	241
0.07383	241
0.07450	241
0.07517	241
0.07583	241
0.07650	241
0.07717	242
0.07783	242
0.07850	242
0.07917	242
0.07983	242
0.08050	242
0.08117	242
0.08183	242
0.08250	242
0.08317	242
0.08383	242
0.08450	242
0.08517	242
0.08583	242
0.08650	241
0.08717	242
0.08783	243
0.08850	247
0.08917	256
0.08983	274
0.09050	307
0.09117	359
0.09183	428
0.09250	517
0.09317	635
0.09383	809
0.09450	1028
0.09517	1294
0.09583	1639
0.09650	2050
0.09717	2516
0.09783	3024
0.09850	3572
0.09917	4168
0.09983	4830
0.10050	5573
0.10117	6360
0.10183	7192
0.10250	8088
0.10317	9040
0.10383	10005
0.10450	10984
0.10517	11969
0.10583	13005
0.10650	14046
0.10717	15076
0.10783	16126
0.10850	17224
0.10917	18349
0.10983	19483
0.11050	20615
0.11117	21717
0.11183	22782
0.11250	23821
0.11317	24869
0.11383	25932
0.11450	27005
0.11517	28022
0.11583	29000
0.11650	29914
0.11717	30764
0.11783	31599
0.11850	32379
0.11917	33236
0.11983	34085
0.12050	34891
0.12117	35651
0.12183	36388
0.12250	37078
0.12317	37716
0.12383	38319
0.12450	38894
0.12517	39437
0.12583	39932
0.12650	40390
0.12717	40778
0.12783	41148
0.12850	41481
0.12917	41766
0.12983	42027
0.13050	42244
0.13117	42406
0.13183	42514
0.13250	42561
0.13317	42563
0.13383	42541
0.13450	42475
0.13517	42361
0.13583	42202
0.13650	42009
0.13717	41838
0.13783	41966
0.13850	43349
0.13917	48433
0.13983	62834
0.14050	97122
0.14117	170050
0.14183	308729
0.14250	548499
0.14317	925462
0.14383	1473591
0.14450	2218756
0.14517	3178685
0.14583	4362340
0.14650	5772849
0.14717	7408472
0.14783	9264431
0.14850	11333340
0.14917	13606290
0.14983	16073638
0.15050	18725607
0.15117	21546730
0.15183	24516962
0.15250	27630027
0.15317	30889478
0.15383	34297226
0.15450	37849976
0.15517	41541753
0.15583	45364415
0.15650	49308429
0.15717	53363433
0.15783	57518684
0.15850	61762865
0.15917	66084604
0.15983	70472420
0.16050	74914929
0.16117	79400904
0.16183	83919480
0.16250	88460720
0.16317	93015856
0.16383	97575805
0.16450	102132345
0.16517	106678026
0.16583	111205586
0.16650	115708208
0.16717	120179616
0.16783	124613850
0.16850	129005271
0.16917	133348752
0.16983	137639583
0.17050	141873326
0.17117	146045745
0.17183	150152527
0.17250	154190200
0.17317	158155809
0.17383	162046492
0.17450	165859515
0.17517	169592803
0.17583	173244428
0.17650	176812573
0.17717	180295996
0.17783	183693810
0.17850	187005115
0.17917	190229335
0.17983	193365984
0.18050	196414786
0.18117	199375504
0.18183	202247890
0.18250	205032383
0.18317	207728435
0.18383	210336061
0.18450	212855283
0.18517	215286295
0.18583	217629241
0.18650	219884143
0.18717	222050914
0.18783	224129635
0.18850	226120425
0.18917	228023224
0.18983	229837910
0.19050	231564243
0.19117	233201706
0.19183	234749731
0.19250	236207350
0.19317	237573367
0.19383	238846433
0.19450	240024144
0.19517	241103292
0.19583	242079527
0.19650	242947433
0.19717	243699792
0.19783	244327696
0.19850	244821169
0.19917	245171179
0.19983	245370171
0.20050	245413148
0.20117	245297102
0.20183	245021020
0.20250	244584792
0.20317	243989548
0.20383	243236911
0.20450	242329374
0.20517	241269514
0.20583	240060614
0.20650	238706216
0.20717	237210464
0.20783	235577933
0.20850	233813839
0.20917	231923829
0.20983	229914008
0.21050	227790789
0.21117	225560861
0.21183	223231040
0.21250	220808209
0.21317	218299346
0.21383	215711378
0.21450	213051133
0.21517	210325255
0.21583	207540257
0.21650	204702395
0.21717	201817734
0.21783	198892072
0.21850	195931002
0.21917	192939847
0.21983	189923727
0.22050	186887484
0.22117	183835750
0.22183	180772909
0.22250	177703128
0.22317	174630325
0.22383	171558212
0.22450	168490274
0.22517	165429780
0.22583	162379803
0.22650	159343248
0.22717	156322898
0.22783	153321506
0.22850	150341863
0.22917	147386681
0.22983	144458308
0.23050	141558575
0.23117	138688852
0.23183	135850178
0.23250	133043438
0.23317	130269415
0.23383	127528876
0.23450	124822526
0.23517	122151049
0.23583	119515087
0.23650	116915253
0.23717	114352108
0.23783	111826168
0.23850	109337889
0.23917	106887665
0.23983	104475827
0.24050	102102648
0.24117	99768346
0.24183	97473087
0.24250	95216983
0.24317	93000093
0.24383	90822431
0.24450	88683961
0.24517	86584603
0.24583	84524232
0.24650	82502686
0.24717	80519766
0.24783	78575244
0.24850	76668861
0.24917	74800328
0.24983	72969324
0.25050	71175506
0.25117	69418507
0.25183	67697947
0.25250	66013423
0.25317	64364515
0.25383	62750784
0.25450	61171780
0.25517	59627042
0.25583	58116104
0.25650	56638487
0.25717	55193706
0.25783	53781262
0.25850	52400654
0.25917	51051375
0.25983	49732916
0.26050	48444766
0.26117	47186410
0.26183	45957336
0.26250	44757025
